frame_idx,timestamp,biblioteca,abordagem,ear,fps,tempo_processamento,piscando
1,0.052999258041381836,mediapipe,1,-3.5735243744668246,38.463620857252906,0.025998592376708984,vermelho
2,0.12600040435791016,mediapipe,1,-3.5735243744668246,83.33275053643806,0.012000083923339844,vermelho
3,0.1419999599456787,mediapipe,1,-3.397337383179193,125.10600727793354,0.007993221282958984,vermelho
4,0.1770012378692627,mediapipe,1,-3.33673097431635,83.32612841703751,0.01200103759765625,vermelho
5,0.21001100540161133,mediapipe,1,-3.2017878315477546,71.44956816517043,0.013995885848999023,vermelho
6,0.24000334739685059,mediapipe,1,-3.040413204870984,69.49274305785671,0.014389991760253906,vermelho
7,0.271085262298584,mediapipe,1,-3.069645910763102,71.03812475653338,0.014076948165893555,vermelho
8,0.3030073642730713,mediapipe,1,-2.9863867176517935,71.39483897324165,0.014006614685058594,vermelho
9,0.3341381549835205,mediapipe,1,-3.0160939715268418,77.12102379288788,0.012966632843017578,vermelho
10,0.36605167388916016,mediapipe,1,-3.176808545587744,77.4886195684304,0.012905120849609375,vermelho
11,0.3970053195953369,mediapipe,1,-3.176808545587744,76.93994203323916,0.012997150421142578,vermelho
12,0.43200159072875977,mediapipe,1,-3.2618133578101967,55.566206960507664,0.017996549606323242,vermelho
13,0.4640073776245117,mediapipe,1,-3.264141709130138,56.312988373029725,0.017757892608642578,vermelho
14,0.48700571060180664,mediapipe,1,-3.161897564848571,93.02277717403358,0.010750055313110352,vermelho
15,0.5150020122528076,mediapipe,1,-3.161897564848571,127.14250204613658,0.007865190505981445,vermelho
16,0.5319995880126953,mediapipe,1,-3.1298619596535824,111.13683094859566,0.008997917175292969,vermelho
17,0.5599977970123291,mediapipe,1,-3.024982883297721,124.986709577448,0.008000850677490234,vermelho
18,0.5759978294372559,mediapipe,1,-3.022651191301609,125.0463299743605,0.00799703598022461,vermelho
19,0.5909979343414307,mediapipe,1,-2.910553845098382,142.98926124160502,0.006993532180786133,vermelho
20,0.6080012321472168,mediapipe,1,-2.9425894502933714,125.0426020332111,0.007997274398803711,vermelho
21,0.6410024166107178,mediapipe,1,-3.0172480926603384,90.94130656317078,0.010996103286743164,vermelho
22,0.6736042499542236,mediapipe,1,-2.9345716317578265,83.3493104407615,0.011997699737548828,vermelho
23,0.7071530818939209,mediapipe,1,-3.0449233588499083,76.04300451438621,0.013150453567504883,vermelho
24,0.737001895904541,mediapipe,1,-3.079215005646723,83.37416264138191,0.011994123458862305,vermelho
25,0.7670021057128906,mediapipe,1,-3.2123429772092233,83.35427969554244,0.011996984481811523,vermelho
26,0.7990047931671143,mediapipe,1,-3.2681150835395587,83.36753393890004,0.011995077133178711,vermelho
27,0.8290016651153564,mediapipe,1,-3.3638523649845826,83.37250536693965,0.011994361877441406,vermelho
28,0.8600006103515625,mediapipe,1,-3.398159212520835,83.35759286125962,0.01199650764465332,vermelho
29,0.8889994621276855,mediapipe,1,-3.2935060558360836,83.35096679318774,0.011997461318969727,vermelho
30,0.9230027198791504,mediapipe,1,-3.2925183277393075,71.48244597450406,0.013989448547363281,vermelho
31,0.9550049304962158,mediapipe,1,-3.166491060210439,66.67255877537396,0.014998674392700195,vermelho
32,0.9850106239318848,mediapipe,1,-3.2027773417831455,76.89903378985387,0.013004064559936523,vermelho
33,1.028303861618042,mediapipe,1,-3.2330690512851765,41.15976958480123,0.024295568466186523,vermelho
34,1.0734360218048096,mediapipe,1,-3.3661970228476767,42.694462540716614,0.0234222412109375,vermelho
35,1.121006965637207,mediapipe,1,-3.3964870089315213,40.50041521021224,0.024691104888916016,vermelho
36,1.165466070175171,mediapipe,1,-3.276869475162923,43.35959806891133,0.023062944412231445,vermelho
